Date,Close
1980-12-12,0.0
1980-12-15,-0.05217061126947109
1980-12-16,-0.12173928237393195
1980-12-17,-0.10000153251580568
1980-12-18,-0.07390836112759713
1980-12-19,-0.01739022310643734
1980-12-22,0.0
1980-12-23,0.0
1980-12-24,0.0
1980-12-26,0.0
1980-12-29,0.0
1980-12-30,-0.02430402248089858
1980-12-31,-0.05208007466435427
1981-01-02,-0.0416640782751837
1981-01-05,-0.06249607105352506
1981-01-06,-0.10416645418676873
1981-01-07,-0.1423585027593952
1981-01-08,-0.15971846583517935
1981-01-09,-0.1145824505759393
1981-01-12,-0.12152641726255287
1981-01-13,-0.15277449914856578
1981-01-14,-0.14930246944600878
1981-01-15,-0.13194241365172366
1981-01-16,-0.138886473056838
1981-01-19,-0.0868063983924835
1981-01-20,-0.1145824505759393
1981-01-21,-0.09722239478165429
1981-01-22,-0.0868063983924835
1981-01-23,-0.09027842809504072
1981-01-26,-0.10416645418676873
1981-01-27,-0.1111104208733823
1981-01-28,-0.1388864730568381
1981-01-29,-0.17013455494285112
1981-01-30,-0.21527687506015114
1981-02-02,-0.2604128903193912
1981-02-03,-0.2326368381359354
1981-02-04,-0.20486078595247947
1981-02-05,-0.20486078595247947
1981-02-06,-0.20138884896842324
1981-02-09,-0.2430528808843564
1981-02-10,-0.2430528808843564
1981-02-11,-0.26735690336525497
1981-02-12,-0.2743071749099285
1981-02-13,-0.2916671843449631
1981-02-17,-0.2743071749099285
1981-02-18,-0.2430528808843564
1981-02-19,-0.2881952010016564
1981-02-20,-0.3263872495742829
1981-02-23,-0.3159712531851121
1981-02-24,-0.3402752756660107
1981-02-25,-0.298611197390827
1981-02-26,-0.2881952010016564
1981-02-27,-0.2638849200219483
1981-03-02,-0.2604128903193912
1981-03-03,-0.2708289330678123
1981-03-04,-0.2777791582532353
1981-03-05,-0.2812511879557925
1981-03-06,-0.2881952010016565
1981-03-09,-0.3437472590093177
1981-03-10,-0.3750015530348898
1981-03-11,-0.3993056218750388
1981-03-12,-0.3750015530348897
1981-03-13,-0.3819455660807537
1981-03-16,-0.3576352851010456
1981-03-17,-0.326387249574283
1981-03-18,-0.2847231712990994
1981-03-19,-0.2916671843449633
1981-03-20,-0.2847231712990994
1981-03-23,-0.2569409069760844
1981-03-24,-0.2604128903193912
1981-03-25,-0.27430717490992873
1981-03-26,-0.2881952010016565
1981-03-27,-0.3124992234825551
1981-03-30,-0.3124992234825551
1981-03-31,-0.3194432365284191
1981-04-01,-0.3263872495742831
1981-04-02,-0.2673569033652552
1981-04-03,-0.2638849200219484
1981-04-06,-0.2777791582532355
1981-04-07,-0.2847231712990994
1981-04-08,-0.2499968939302205
1981-04-09,-0.2361088678384926
1981-04-10,-0.2256928250900715
1981-04-13,-0.2256928250900715
1981-04-14,-0.2256928250900715
1981-04-15,-0.2638849200219484
1981-04-16,-0.3055552104366912
1981-04-20,-0.2847231712990993
1981-04-21,-0.2361088678384926
1981-04-22,-0.2083328156550367
1981-04-23,-0.18750082287669534
1981-04-24,-0.1944447895633089
1981-04-27,-0.20138884896842324
1981-04-28,-0.21527687506015114
1981-04-29,-0.2256928250900715
1981-04-30,-0.21180484535759403
1981-05-01,-0.21180484535759403
1981-05-04,-0.21527687506015125
1981-05-05,-0.2187488120442076
1981-05-06,-0.2395808511817995
1981-05-07,-0.2291648547926287
1981-05-08,-0.2222208417467647
1981-05-11,-0.23958085118179928
1981-05-12,-0.23958085118179928
1981-05-13,-0.2430528808843564
1981-05-14,-0.2534688772735272
1981-05-15,-0.2361088678384924
1981-05-18,-0.2222208417467646
1981-05-19,-0.2361088678384925
1981-05-20,-0.21180484535759392
1981-05-21,-0.1666625252402938
1981-05-22,-0.12847047666766742
1981-05-26,-0.13194241365172366
1981-05-27,-0.08333436868992639
1981-05-28,-0.08333436868992639
1981-05-29,-0.07986233898736916
1981-06-01,-0.07986233898736916
1981-06-02,-0.12499844696511009
1981-06-03,-0.12499844696511009
1981-06-04,-0.10763839117082508
1981-06-05,-0.12152641726255309
1981-06-08,-0.152774499148566
1981-06-09,-0.13541444335428088
1981-06-10,-0.12499844696511009
1981-06-11,-0.08680639839248372
1981-06-12,-0.0972223947816544
1981-06-15,-0.10069442448421173
1981-06-16,-0.11805448027849674
1981-06-17,-0.13194241365172388
1981-06-18,-0.1354144433542811
1981-06-19,-0.15971846583517968
1981-06-22,-0.1909727598607518
1981-06-23,-0.177084733769024
1981-06-24,-0.19791681926586635
1981-06-25,-0.18055676347158123
1981-06-26,-0.19097275986075202
1981-06-29,-0.21874881204420782
1981-06-30,-0.27777915825323574
1981-07-01,-0.28472317129909963
1981-07-02,-0.28472317129909963
1981-07-06,-0.30902724013924865
1981-07-07,-0.30208322709338475
1981-07-08,-0.27430717490992895
1981-07-09,-0.3298592329175901
1981-07-10,-0.3819455660807539
1981-07-13,-0.3680513278494669
1981-07-14,-0.3402752756660111
1981-07-15,-0.3229152198717261
1981-07-16,-0.3055552104366914
