Date,Close
1986-03-13,0.0
1986-03-14,0.0
1986-03-17,0.0
1986-03-18,-0.0254317410403333
1986-03-19,-0.042379737178841914
1986-03-20,-0.06780173138660484
1986-03-21,-0.09322372559436776
1986-03-24,-0.11864571980213068
1986-03-25,-0.10169772366362206
1986-03-26,-0.07627572945585925
1986-03-27,-0.05932773331735075
1986-03-31,-0.06780173138660506
1986-04-01,-0.07627572945585936
1986-04-02,-0.06780173138660495
1986-04-03,-0.05932773331735064
1986-04-04,-0.05932773331735064
1986-04-07,-0.07627572945585925
1986-04-08,-0.06780173138660484
1986-04-09,-0.05085373524809633
1986-04-10,-0.042379737178842136
1986-04-11,-0.025431741040333522
1986-04-14,-0.016957742971079215
1986-04-15,-0.016957742971079215
1986-04-16,0.0
1986-04-17,0.0
1986-04-18,-0.03305565169118996
1986-04-21,-0.03305565169118996
1986-04-22,-0.04959298272842838
1986-04-23,-0.045461061734162644
1986-04-24,0.0
1986-04-25,0.0
1986-04-28,0.0
1986-04-29,-0.029418231682411533
1986-04-30,-0.05147556283262422
1986-05-01,-0.06618045026609942
1986-05-02,-0.06618045026609942
1986-05-05,-0.07353289398283702
1986-05-06,-0.06618045026609942
1986-05-07,-0.06618045026609942
1986-05-08,-0.058828006549362044
1986-05-09,-0.06618045026609964
1986-05-12,-0.058828006549362266
1986-05-13,-0.051475562832624666
1986-05-14,-0.058828006549362266
1986-05-15,-0.058828006549362266
1986-05-16,-0.051475562832624666
1986-05-19,-0.06618045026609976
1986-05-20,-0.07353289398283736
1986-05-21,-0.08823778141631256
1986-05-22,-0.08823778141631256
1986-05-23,-0.08823778141631256
1986-05-27,-0.05882800654936238
1986-05-28,-0.0294182316824122
1986-05-29,-0.007352443716738266
1986-05-30,0.0
1986-06-02,-0.02856955080959045
1986-06-03,-0.02856955080959045
1986-06-04,-0.03571193851198806
1986-06-05,-0.021427163107192948
1986-06-06,-0.021427163107192948
1986-06-09,-0.0642897045296208
1986-06-10,-0.0642897045296208
1986-06-11,-0.0642897045296208
1986-06-12,-0.10000164304160863
1986-06-13,-0.10000164304160863
1986-06-16,-0.10714403074400625
1986-06-17,-0.09285925533921113
1986-06-18,-0.10000164304160875
1986-06-19,-0.10714403074400636
1986-06-20,-0.10357280623904641
1986-06-23,-0.09285925533921136
1986-06-24,-0.10000164304160897
1986-06-25,-0.11428641844640419
1986-06-26,-0.14285596925599464
1986-06-27,-0.14999835695839214
